"drug_pair","AUC1","AUC2","Pairwise","LR1plus","LR1minus","LR2plus","LR2minus","Mean_error","AUC1_LOOCV","AUC2_LOOCV","Pairwise_LOOCV","LR1plus_LOOCV","LR1minus_LOOCV","LR2plus_LOOCV","LR2minus_LOOCV","Mean_error_LOOCV","AUC1_training","AUC2_training","Pairwise_training","LR1plus_training","LR1minus_training","LR2plus_training","LR2minus_training","Mean_error_training","Threshold1","Threshold2","Th1_ref","Th2_ref","Th1_changes","Th2_changes","Th_changes_overall","Normalized_logLik","number_of_drugs","Rank_score_LOOCV","Th1_changes_new","Th2_changes_new","loglike_rank","loglike_rank_new","distance","source_folder","calibration_file"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-nitrendipine-ondansetron-sotalol-tamoxifen","1    (0.958 - 1   )","1    (1    - 1   )","1    (0.96 - 1   )","8.33e+05 (3.33 - 1e+06)","1.33e-06 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.0788 (0.075 - 0.0825)",0.958,1,0.96,3.33,0.222,7,0.333,0.0825,1,1,0.32,4,0.167,7,0.333,0.0149,11.5785740652444,-11.7778205308824,12.3462423383541,-15.0788232484556,0.0621782929632683,0.218916467365001,0.0136118522423048,-1.82331786838671e-06,10,0.8,0.0944076573921688,0.201148895985895,25,0.0213143872113677,0.223221834131022,"results_get_calibration_drugs/tms_metrics_4_197.csv","calibration_drugs.csv"
"azimilide-bepridil-chlorpromazine-diltiazem-droperidol-metoprolol-nitrendipine-ondansetron-quinidine-verapamil","1    (0.875 - 1   )","1    (1    - 1   )","1    (0.905 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.102 (0.0973 - 0.106)",0.875,1,0.905,3.33,0.222,667000,0.333,0.106,0.958,1,0.333,4,0.167,667000,0.333,0.0373,12.4382178619334,-19.5957212754515,13.8112032488368,-24.7294516402295,0.099410989916394,0.20759580274827,0.020637304253694,-4.46425671771557e-06,10,0.766666666666667,0.161041756192657,0.252380200330313,126,0.27292576419214,0.405115644620456,"results_get_calibration_drugs/tms_metrics_4_198.csv","calibration_drugs.csv"
"chlorpromazine-clarithromycin-diltiazem-ibutilide-mexiletine-nitrendipine-quinidine-vandetanib","1    (0.867 - 1   )","1    (0.733 - 1   )","1    (0.938 - 1   )","3    (2.4  - 1e+06)","1.5e-06 (1e-06 - 0.3 )","1e+06 (3.33 - 1e+06)","1e-06 (1e-06 - 0.417)","0.167 (0.161 - 0.173)",0.867,0.733,0.938,2.4,0.3,3.33,0.417,0.173,0.933,0.933,0.25,3,0.2,667000,0.333,0.0312,2.77814488053929,0.0827820748901713,2.42575084309752,-2.67388874120255,0.145272148804774,1.03095943133855,0.149769691921099,-7.44052650455785e-06,8,0.633333333333333,0.936875853834985,0.0965512106523805,4,0.176470588235294,0.958227723607276,"results_get_calibration_drugs/tms_metrics_4_199.csv","calibration_drugs.csv"
"azimilide-bepridil-clozapine-diltiazem-nitrendipine-ondansetron-quinidine-ranolazine","1    (0.8  - 1   )","1    (0.933 - 1   )","1    (0.769 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","6.67e+05 (3.33 - 1e+06)","1.25e-06 (1e-06 - 0.417)","0.192 (0.186 - 0.198)",0.8,0.933,0.769,2.4,0.3,3.33,0.417,0.198,0.933,1,0.308,3,0.2,667000,0.333,0.037,10.6247204341464,-10.8931207435961,10.3583171053006,-21.0020936402452,0.0257187848313238,0.481331674346875,0.0123792657650281,-6.39927146042394e-06,8,0.566666666666667,0.0305663186344606,0.485912184859494,16,0.258620689655172,0.551298115675637,"results_get_calibration_drugs/tms_metrics_4_200.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-chlorpromazine-diltiazem-droperidol-loratadine-metoprolol-nitrendipine-quinidine-terfenadine","0.964 (0.786 - 1   )","1    (1    - 1   )","0.969 (0.844 - 1   )","8.57e+05 (3.43 - 1e+06)","0.143 (1e-06 - 0.19)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.103 (0.0986 - 0.107)",0.786,1,0.844,3.43,0.19,667000,0.333,0.107,0.964,1,0.375,3.43,0.19,1e+06,1e-06,0.0481,5.22028928072254,-8.82337698321543,5.62472055801329,-9.28254501268438,0.0719024657526454,0.0494657476846612,0.00355670922882535,-5.08935950566483e-06,11,0.7,0.106982146954152,0.122169179340799,112,0.247767857142857,0.296242129314666,"results_get_calibration_drugs/tms_metrics_4_204.csv","calibration_drugs.csv"
"astemizole-bepridil-metoprolol-quinidine-ranolazine-risperidone-vandetanib-verapamil","0.933 (0.867 - 1   )","1    (0.933 - 1   )","0.941 (0.882 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.333)","0.2  (0.194 - 0.207)",0.867,0.933,0.882,2.4,0.3,5,0.333,0.207,0.933,1,0.353,3,0.2,1e+06,1e-06,0.0356,14.6187484843854,-23.2229892219552,14.1215643892054,-28.7639650618918,0.0352074374677678,0.192636023163497,0.0067822207395683,-5.75574759282109e-06,8,0.7,0,0,8,1,1,"results_get_calibration_drugs/tms_metrics_4_21.csv","calibration_drugs.csv"
"astemizole-bepridil-metoprolol-nitrendipine-risperidone-vandetanib-verapamil","0.917 (0.75 - 1   )","1    (0.9  - 1   )","0.933 (0.8  - 1   )","7.5e+05 (2.25 - 1e+06)","0.25 (1e-06 - 0.375)","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.0125)","0.206 (0.199 - 0.213)",0.75,0.9,0.8,2.25,0.375,5,0.0125,0.213,0.917,1,0.333,3,0.25,1e+06,1e-06,0.0382,13.8724942410953,-24.0111069692617,13.6891305561842,-27.5830598798276,0.0133948379087021,0.129498066064026,0.00173460560441802,-7.2063595920686e-06,7,0.733333333333333,0,0,2,1,1,"results_get_calibration_drugs/tms_metrics_4_22.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.962 (0.885 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.00833)","0.115 (0.111 - 0.12)",0.875,1,0.885,3.33,0.222,667000,0.00833,0.12,0.958,1,0.308,4,0.167,1e+06,1e-06,0.0254,14.6417998164625,-24.2756238546903,14.3781923845686,-29.4281863159719,0.0183338367468761,0.17508936520784,0.00321005983783471,-3.46776989992147e-06,10,0.766666666666667,0.131486094537197,0.106022741163266,4,0.157894736842105,0.231214538087153,"results_get_calibration_drugs/tms_metrics_4_24.csv","calibration_drugs.csv"
"astemizole-bepridil-diltiazem-metoprolol-ranolazine-risperidone-vandetanib","0.917 (0.75 - 1   )","1    (1    - 1   )","0.929 (0.786 - 1   )","7.5e+05 (2.25 - 1e+06)","0.25 (1e-06 - 0.375)","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.0125)","0.204 (0.197 - 0.211)",0.75,1,0.786,2.25,0.375,5,0.0125,0.211,0.917,1,0.357,2.25,0.375,1e+06,1e-06,0.0537,14.4105851249291,-24.3476864542536,13.8290704714594,-27.9966763371225,0.0420501619880971,0.130336538485123,0.00548067255626729,-8.56822972979314e-06,7,0.666666666666667,0.0808063592796004,0.0105246391775374,1,0,0.0814888687480763,"results_get_calibration_drugs/tms_metrics_4_25.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-diltiazem-metoprolol-ranolazine-risperidone-vandetanib-verapamil","0.958 (0.875 - 1   )","1    (1    - 1   )","0.962 (0.885 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.00833)","0.115 (0.11 - 0.119)",0.875,1,0.885,3.33,0.222,667000,0.00833,0.119,0.958,1,0.308,4,0.167,1e+06,1e-06,0.0252,15.00720472383,-25.0313005879364,14.7984943017879,-30.411441508933,0.0141034903812431,0.176911736308726,0.00249507297135914,-3.40973012331995e-06,10,0.766666666666667,0.325020928116101,0.556764667339226,1,0,0.644690234539667,"results_get_calibration_drugs/tms_metrics_4_26.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-clozapine-diltiazem-droperidol-metoprolol-nitrendipine-quinidine-verapamil","0.958 (0.833 - 1   )","1    (1    - 1   )","0.966 (0.862 - 1   )","8.33e+05 (3.33 - 1e+06)","0.167 (1e-06 - 0.222)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.115 (0.11 - 0.119)",0.833,1,0.862,3.33,0.222,667000,0.333,0.119,0.958,1,0.379,3.33,0.222,1e+06,1e-06,0.0426,13.3308637953633,-21.3802703238242,13.6323579408839,-26.5336980321988,0.022116067288435,0.194221992807819,0.00429542666183166,-5.14401471317984e-06,10,0.7,0.108528838317109,0.263456343721232,2,0.0434782608695652,0.288232740960605,"results_get_calibration_drugs/tms_metrics_4_28.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-chlorpromazine-diltiazem-droperidol-nitrendipine-quinidine-verapamil","1    (0.944 - 1   )","1    (1    - 1   )","1    (1    - 1   )","1e+06 (2.5  - 1e+06)","1e-06 (1e-06 - 0.25)","1e+06 (6    - 1e+06)","1e-06 (1e-06 - 0.333)","0.0584 (0.055 - 0.0619)",0.944,1,1,2.5,0.25,6,0.333,0.0619,1,1,0.368,3,1.5e-06,667000,0.333,0.0131,13.3249030711897,-16.5104612793321,13.1151423023373,-22.2919689772932,0.0159937852001033,0.259353837422354,0.00414804956655565,-2.12813561434561e-06,9,0.8,0.0266016749043454,0.340378974781086,126,0.0677506775067751,0.348074201691775,"results_get_calibration_drugs/tms_metrics_4_30.csv","calibration_drugs.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.933 (0.8  - 1   )","1    (0.933 - 1   )","0.95 (0.85 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.333)","0.2  (0.193 - 0.206)",0.8,0.933,0.85,2.4,0.3,5,0.333,0.206,0.933,1,0.3,2.4,0.3,1e+06,1e-06,0.047,13.3472702533511,-20.7015766210342,13.2992415977851,-26.329689638331,0.00361138304111957,0.213755387724107,0.000771952582174776,-7.17577787750086e-06,8,0.7,0,0.0874946152926607,42,0.585714285714286,0.592213248918839,"results_get_calibration_drugs/tms_metrics_4_31.csv","calibration_drugs.csv"
"astemizole-azimilide-chlorpromazine-diltiazem-dofetilide-droperidol-quinidine-ranolazine-verapamil","1    (0.944 - 1   )","1    (1    - 1   )","1    (1    - 1   )","1e+06 (3    - 1e+06)","1e-06 (1e-06 - 0.167)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.0602 (0.0567 - 0.0636)",0.944,1,1,3,0.167,667000,0.333,0.0636,1,1,0.375,3,1.5e-06,667000,0.333,0.0131,13.0070153491097,-17.6990381026748,12.6416600278319,-23.4589575603883,0.0289008975461611,0.245531773647072,0.00709608863450125,-2.05839996895424e-06,9,0.833333333333333,0.0458494678418212,0.396278657315725,101,0.0560224089635854,0.402836763778352,"results_get_calibration_drugs/tms_metrics_4_32.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-cisapride-clozapine-dofetilide-droperidol-metoprolol-nitrendipine-ranolazine-verapamil","1    (0.929 - 1   )","1    (1    - 1   )","1    (0.938 - 1   )","8.57e+05 (3.43 - 1e+06)","0.143 (1e-06 - 0.19)","1e+06 (6.5e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.0806 (0.077 - 0.0842)",0.929,1,0.938,3.43,0.19,650000,0.333,0.0842,0.964,1,0.406,4,0.143,667000,1.14e-06,0.023,12.1694306816246,-26.6612926406309,11.6961187653426,-30.5257051153934,0.0404674341786389,0.126595354969007,0.00512298919452973,-2.84877905499454e-06,11,0.833333333333333,0.038501778766018,0.0149421081539015,172,0.159366262814539,0.164630675415315,"results_get_calibration_drugs/tms_metrics_4_33.csv","calibration_drugs.csv"
"astemizole-azimilide-chlorpromazine-diltiazem-dofetilide-droperidol-nitrendipine-quinidine-ranolazine-verapamil","1    (0.958 - 1   )","1    (1    - 1   )","1    (1    - 1   )","1e+06 (3.33 - 1e+06)","1e-06 (1e-06 - 0.222)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.333)","0.0613 (0.058 - 0.0646)",0.958,1,1,3.33,0.222,7,0.333,0.0646,1,1,0.409,4,1.33e-06,667000,0.333,0.0141,11.4161238817536,-14.9761553172193,11.4792509956565,-20.4489536664468,0.00549923631139266,0.267632194707713,0.00147177268323437,-2.07540622027312e-06,10,0.8,0.00919260381454104,0.221768293103047,50,0.044464609800363,0.22636868448491,"results_get_calibration_drugs/tms_metrics_4_34.csv","calibration_drugs.csv"
"azimilide-clozapine-diltiazem-loratadine-ondansetron-quinidine-verapamil","0.917 (0.75 - 1   )","1    (0.9  - 1   )","0.909 (0.727 - 1   )","7.5e+05 (2.25 - 1e+06)","0.25 (1e-06 - 0.375)","5    (5    - 1e+06)","1.25e-06 (1e-06 - 0.0125)","0.23 (0.223 - 0.237)",0.75,0.9,0.727,2.25,0.375,5,0.0125,0.237,0.917,1,0.273,3,0.25,1e+06,1e-06,0.0346,11.3077864352851,-11.8786694644912,10.9700385254582,-19.8811799234365,0.0307882154691689,0.402516877255946,0.0123927763469331,-6.986100618103e-06,7,0.666666666666667,0.0643257512108581,0.163429550545957,1,0,0.175633198059179,"results_get_calibration_drugs/tms_metrics_4_35.csv","calibration_drugs.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.933 (0.8  - 1   )","1    (1    - 1   )","0.95 (0.85 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.333)","0.197 (0.191 - 0.204)",0.8,1,0.85,2.4,0.3,5,0.333,0.204,0.933,1,0.3,3,0.2,1e+06,1e-06,0.046,13.6246171391438,-21.9725028658186,13.5773645512185,-27.6632205815147,0.00348024741819808,0.205714215339726,0.000715936366822725,-6.91917339745489e-06,8,0.7,0,0.0877386269055795,10,0.5,0.507639701610578,"results_get_calibration_drugs/tms_metrics_4_36.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-chlorpromazine-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib-verapamil","1    (0.893 - 1   )","1    (0.964 - 1   )","1    (0.906 - 1   )","8.57e+05 (3.43 - 1e+06)","1.33e-06 (1e-06 - 0.19)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.25)","0.104 (0.0997 - 0.108)",0.893,0.964,0.906,3.43,0.19,7,0.25,0.108,0.929,1,0.312,3.43,0.19,750000,1.17e-06,0.0436,14.2224774864881,-20.047934397997,13.5197835963568,-26.126773258887,0.0519752320829058,0.232667034717816,0.0120929231275,-5.04357225992442e-06,11,0.8,0.138300246081096,0.761170623059709,444,0.450661241098678,0.895322975078713,"results_get_calibration_drugs/tms_metrics_4_37.csv","calibration_drugs.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.933 (0.8  - 1   )","1    (0.933 - 1   )","0.95 (0.85 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.333)","0.207 (0.201 - 0.213)",0.8,0.933,0.85,2.4,0.3,5,0.333,0.213,0.933,1,0.3,2.4,0.3,992000,1.01e-06,0.0505,13.3446780722677,-20.077934940893,13.3022738684441,-25.8127186354746,0.00318774100150101,0.222168915082824,0.000708216959868514,-7.32553964799148e-06,8,0.7,0,0.0620569854432564,72,0.546153846153846,0.549668166361254,"results_get_calibration_drugs/tms_metrics_4_39.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-droperidol-metoprolol-quinidine-ranolazine-risperidone-verapamil","0.944 (0.833 - 1   )","1    (1    - 1   )","0.957 (0.87 - 1   )","8.33e+05 (2.5  - 1e+06)","0.167 (1e-06 - 0.25)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.131 (0.126 - 0.136)",0.833,1,0.87,2.5,0.25,667000,0.333,0.136,0.944,1,0.391,2.5,0.167,1e+06,1e-06,0.0417,14.8086928328641,-22.8568105095787,14.179712930426,-27.799920173452,0.0443577317484663,0.177810210713981,0.00788725762898902,-5.56964762056909e-06,9,0.7,0,0,3,1,1,"results_get_calibration_drugs/tms_metrics_4_4.csv","calibration_drugs.csv"
"astemizole-clozapine-diltiazem-loratadine-quinidine-vandetanib-verapamil","0.917 (0.833 - 1   )","1    (0.9  - 1   )","0.929 (0.857 - 1   )","7.5e+05 (3    - 1e+06)","0.25 (1e-06 - 0.25)","5    (5    - 1e+06)","1.25e-06 (1e-06 - 0.0125)","0.194 (0.188 - 0.201)",0.833,0.9,0.857,3,0.25,5,0.0125,0.201,0.917,1,0.357,750000,0.25,1e+06,1e-06,0.0231,15.2103300126685,-20.8017858635277,13.7131411347735,-28.3011597390908,0.10917913431945,0.264984684186091,0.0289307984273503,-5.50284291558173e-06,7,0.766666666666667,0.0881209954637239,0.864881916965207,2,0.333333333333333,0.931073118098703,"results_get_calibration_drugs/tms_metrics_4_40.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-chlorpromazine-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib-verapamil","1    (0.893 - 1   )","1    (0.999 - 1   )","1    (0.906 - 1   )","8.57e+05 (3.43 - 1e+06)","1.33e-06 (1e-06 - 0.19)","1e+06 (7    - 1e+06)","1e-06 (1e-06 - 0.25)","0.101 (0.097 - 0.105)",0.893,0.999,0.906,3.43,0.19,7,0.25,0.105,0.929,1,0.312,3.43,0.19,1e+06,1e-06,0.0431,14.3493062506951,-20.4207968383656,13.6558048769366,-26.6361310682961,0.0507843645986559,0.233342230295914,0.0118501368996112,-5.01523715682793e-06,11,0.8,0.132952618704466,0.732003012368835,180,0.369072164948454,0.830493270217864,"results_get_calibration_drugs/tms_metrics_4_41.csv","calibration_drugs.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.933 (0.798 - 1   )","1    (0.933 - 1   )","0.95 (0.85 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.333)","0.199 (0.193 - 0.206)",0.798,0.933,0.85,2.4,0.3,5,0.333,0.206,0.933,1,0.3,2.4,0.3,1e+06,1e-06,0.0523,13.4704261348103,-20.6705579048396,13.5660721065629,-26.7085939191599,0.00705038061137027,0.226070905589259,0.00159388592956143,-7.47536549251539e-06,8,0.666666666666667,0,0.0677605064862369,14,0.419354838709677,0.42479402889929,"results_get_calibration_drugs/tms_metrics_4_43.csv","calibration_drugs.csv"
"astemizole-azimilide-clozapine-diltiazem-metoprolol-nitrendipine-quinidine-vandetanib","0.933 (0.8  - 1   )","1    (0.933 - 1   )","0.95 (0.85 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.333)","0.2  (0.194 - 0.207)",0.8,0.933,0.85,2.4,0.3,5,0.333,0.207,0.933,1,0.3,2.4,0.3,1e+06,1e-06,0.0469,13.3822331764772,-21.0131331668954,13.3294443199887,-26.6199266850724,0.00396031936675135,0.210623927875846,0.000834138020667955,-7.09180914714368e-06,8,0.7,0.00106740179877336,0.618020526969685,12,0.261904761904762,0.671226202863741,"results_get_calibration_drugs/tms_metrics_4_44.csv","calibration_drugs.csv"
"astemizole-azimilide-chlorpromazine-diltiazem-dofetilide-droperidol-quinidine-ranolazine-verapamil","1    (0.944 - 1   )","1    (1    - 1   )","1    (1    - 1   )","1e+06 (3    - 1e+06)","1e-06 (1e-06 - 0.167)","1e+06 (6.67e+05 - 1e+06)","1e-06 (1e-06 - 0.333)","0.0608 (0.0573 - 0.0643)",0.944,1,1,3,0.167,667000,0.333,0.0643,1,1,0.375,3,1.5e-06,667000,1.2e-06,0.0125,13.4077044681047,-18.6206489727922,12.9422565137877,-24.4481252273558,0.035963431401711,0.238360864089612,0.00857227458453932,-1.96973387922661e-06,9,0.833333333333333,0.05688625391168,0.395747158503074,101,0.0553097345132743,0.403622380548069,"results_get_calibration_drugs/tms_metrics_4_45.csv","calibration_drugs.csv"
"astemizole-azimilide-bepridil-clozapine-diltiazem-metoprolol-nitrendipine-quinidine","0.933 (0.8  - 1   )","1    (1    - 1   )","0.947 (0.842 - 1   )","8e+05 (2.4  - 1e+06)","0.2  (1e-06 - 0.3 )","1e+06 (5    - 1e+06)","1e-06 (1e-06 - 0.333)","0.198 (0.192 - 0.204)",0.8,1,0.842,2.4,0.3,5,0.333,0.204,0.933,1,0.316,2.4,0.3,1e+06,1e-06,0.0473,13.5228699306181,-20.6383422724162,13.5343973373793,-26.0881024174272,0.000851711862293723,0.208898296158579,0.000177921156851209,-7.24171994524112e-06,8,0.7,0,0.807902370486245,3,0.133333333333333,0.81883088486883,"results_get_calibration_drugs/tms_metrics_4_46.csv","calibration_drugs.csv"
